casos;tos;dolor de garganta;fiebre;cansancio;dolor de cabeza;tengo covid;sintomas covid;test covid;prediction;fecha;Prediction 2
8290.0;8.0;4.0;19.0;7.0;12.0;2.0;19.0;15.0;2.829.310.405.205.660;22/4/21;2829
8269.0;14.0;2.0;29.0;10.0;13.0;1.0;23.0;22.0;35.669.659.034.782.100;23/4/21;35670
6715.0;16.0;3.0;23.0;4.0;17.0;5.0;21.0;15.0;7.998.772.229.098.750;24/4/21;7999
5787.0;16.0;4.0;30.0;10.0;23.0;6.0;21.0;21.0;5.819.513.940.364;25/4/21;6
8687.0;15.0;5.0;24.0;7.0;20.0;2.0;25.0;17.0;5.914.606.194.450.560;26/4/21;5915
8329.0;17.0;3.0;24.0;7.0;15.0;2.0;18.0;14.0;490.158.835.439.785;27/4/21;490
7756.0;13.0;4.0;19.0;7.0;12.0;2.0;16.0;21.0;464.863.092.939.014;28/4/21;465
6955.0;27.0;4.0;22.0;2.0;13.0;3.0;17.0;13.0;10.271.535.955.550.100;29/4/21;10272
7395.0;22.0;6.0;24.0;6.0;10.0;8.0;16.0;15.0;841.889.845.290.521;30/4/21;842
5439.0;23.0;3.0;29.0;6.0;14.0;7.0;12.0;15.0;7.476.173.439.104.940;1/5/21;7476
4611.0;15.0;8.0;16.0;5.0;14.0;6.0;20.0;12.0;7.265.023.392.794.260;2/5/21;7265
6623.0;19.0;7.0;25.0;5.0;15.0;2.0;21.0;15.0;6.284.583.368.028.640;3/5/21;6285
6656.0;15.0;7.0;26.0;5.0;18.0;2.0;23.0;19.0;5.916.600.415.830.650;4/5/21;5917
6789.0;15.0;5.0;18.0;10.0;12.0;3.0;26.0;23.0;6.578.368.842.247.580;5/5/21;6578
5566.0;18.0;2.0;19.0;5.0;25.0;4.0;19.0;18.0;9.012.977.135.090.740;6/5/21;9013
5950.0;15.0;6.0;32.0;7.0;20.0;6.0;21.0;17.0;5.443.356.244.807.080;7/5/21;5443
4409.0;27.0;5.0;69.0;6.0;9.0;5.0;18.0;20.0;2.985.158.811.240.570;8/5/21;2985
3861.0;25.0;6.0;38.0;7.0;11.0;7.0;24.0;18.0;8.324.222.234.262.750;9/5/21;8324
6022.0;19.0;6.0;32.0;8.0;18.0;8.0;27.0;24.0;9.054.266.530.438.530;10/5/21;9054
5128.0;16.0;4.0;25.0;7.0;14.0;6.0;23.0;22.0;7.857.694.912.531.890;11/5/21;7858
5032.0;13.0;5.0;22.0;8.0;14.0;7.0;14.0;17.0;489.259.754.908.584;12/5/21;489
4944.0;13.0;5.0;21.0;5.0;14.0;5.0;15.0;22.0;6.298.859.561.166.010;13/5/21;6299
4959.0;12.0;5.0;25.0;7.0;19.0;8.0;18.0;32.0;7.914.748.879.202.790;14/5/21;7915
4038.0;20.0;4.0;29.0;10.0;13.0;3.0;16.0;20.0;4.429.335.366.101.480;15/5/21;4429
3456.0;17.0;3.0;22.0;3.0;15.0;6.0;21.0;14.0;9.057.255.445.534.890;16/5/21;9057
5504.0;23.0;3.0;15.0;13.0;21.0;3.0;16.0;25.0;7.520.035.685.769.060;17/5/21;7520
5409.0;14.0;6.0;28.0;6.0;12.0;2.0;12.0;24.0;3.346.341.286.087.790;18/5/21;3346
4606.0;16.0;4.0;26.0;16.0;25.0;3.0;16.0;20.0;1.776.635.766.777.170;19/5/21;1777
4785.0;16.0;6.0;24.0;8.0;17.0;4.0;16.0;19.0;4.936.072.913.855.340;20/5/21;4936
4815.0;15.0;7.0;26.0;7.0;18.0;4.0;17.0;17.0;4.544.775.792.277.530;21/5/21;4545
3621.0;12.0;5.0;23.0;7.0;17.0;5.0;13.0;21.0;4.505.826.654.482.710;22/5/21;4506
3246.0;20.0;7.0;24.0;4.0;19.0;4.0;19.0;16.0;7.958.567.174.715.020;23/5/21;7959
4855.0;19.0;5.0;22.0;7.0;17.0;6.0;18.0;22.0;8.346.272.581.407.020;24/5/21;8346
4857.0;13.0;4.0;25.0;7.0;14.0;5.0;20.0;28.0;6.730.859.215.229.390;25/5/21;6731
4860.0;18.0;3.0;25.0;13.0;19.0;5.0;15.0;21.0;4.409.712.730.444.530;26/5/21;4410
4272.0;19.0;7.0;21.0;6.0;16.0;4.0;15.0;17.0;6.516.950.935.922.770;27/5/21;6517
4546.0;20.0;7.0;17.0;8.0;9.0;5.0;17.0;14.0;6.651.533.229.208.540;28/5/21;6652
3526.0;19.0;4.0;31.0;7.0;12.0;2.0;13.0;20.0;4.019.178.210.556.090;29/5/21;4019
3012.0;23.0;6.0;37.0;9.0;19.0;2.0;19.0;14.0;3.920.856.840.027.100;30/5/21;3921
4521.0;18.0;4.0;25.0;9.0;20.0;6.0;25.0;30.0;9.403.910.016.878.030;31/5/21;9404
4942.0;15.0;6.0;26.0;7.0;10.0;4.0;14.0;17.0;37.278.997.252.705.700;1/6/21;37279
4512.0;13.0;5.0;30.0;9.0;15.0;6.0;12.0;26.0;37.088.182.572.529.200;2/6/21;37088
3885.0;13.0;3.0;23.0;11.0;19.0;7.0;14.0;28.0;5.517.502.398.377.200;3/6/21;5518
3906.0;10.0;6.0;26.0;6.0;18.0;4.0;24.0;18.0;4.951.364.145.730.000;4/6/21;4951
3190.0;18.0;6.0;27.0;5.0;10.0;6.0;7.0;17.0;4.875.254.229.897.830;5/6/21;4875
2762.0;12.0;5.0;20.0;17.0;22.0;3.0;21.0;24.0;21.665.972.733.289.200;6/6/21;21666
4044.0;12.0;8.0;23.0;6.0;11.0;6.0;19.0;24.0;607.103.170.349.639;7/6/21;607
3608.0;18.0;9.0;28.0;11.0;6.0;8.0;24.0;28.0;7.016.600.149.260.630;8/6/21;7017
3567.0;12.0;6.0;19.0;5.0;17.0;3.0;8.0;28.0;4.963.142.564.989.420;9/6/21;4963
3459.0;14.0;6.0;23.0;6.0;6.0;3.0;10.0;20.0;331.902.005.699.823;10/6/21;332
3381.0;17.0;10.0;14.0;10.0;11.0;5.0;9.0;17.0;39.031.785.652.332.400;11/6/21;39032
2687.0;16.0;5.0;35.0;6.0;18.0;5.0;14.0;24.0;4.973.397.036.493.290;12/6/21;4973
2493.0;14.0;4.0;32.0;9.0;19.0;2.0;14.0;26.0;27.975.407.520.417.700;13/6/21;27975
3815.0;14.0;6.0;26.0;6.0;15.0;8.0;12.0;34.0;7.600.533.905.569.910;14/6/21;7601
3818.0;16.0;5.0;25.0;5.0;14.0;7.0;22.0;25.0;915.084.870.372.208;15/6/21;915
3632.0;19.0;4.0;29.0;9.0;13.0;8.0;16.0;32.0;8.167.179.794.032.360;16/6/21;8167
3334.0;13.0;7.0;21.0;8.0;13.0;7.0;8.0;21.0;4.108.062.024.586.520;17/6/21;4108
3678.0;20.0;7.0;29.0;7.0;11.0;5.0;13.0;29.0;6.560.252.167.935.370;18/6/21;6560
2945.0;18.0;7.0;31.0;6.0;7.0;6.0;14.0;30.0;6.553.430.953.815.040;19/6/21;6553
2907.0;20.0;4.0;24.0;6.0;18.0;3.0;10.0;38.0;8.361.582.248.541.700;20/6/21;8362
4426.0;11.0;4.0;24.0;6.0;10.0;7.0;11.0;34.0;6.404.934.998.135.730;21/6/21;6405
4631.0;14.0;5.0;21.0;13.0;10.0;6.0;14.0;25.0;37.438.069.502.546.500;22/6/21;37438
4575.0;7.0;2.0;20.0;9.0;11.0;6.0;13.0;25.0;3.645.314.192.205.980;23/6/21;3645
4075.0;14.0;3.0;25.0;6.0;18.0;7.0;13.0;33.0;80.045.515.202.962.300;24/6/21;80046
5186.0;13.0;11.0;28.0;5.0;16.0;5.0;26.0;32.0;7.772.846.516.293.590;25/6/21;7773
5901.0;13.0;5.0;32.0;8.0;10.0;7.0;14.0;31.0;4.996.317.230.817.880;26/6/21;4996
6058.0;12.0;4.0;32.0;9.0;14.0;9.0;14.0;26.0;4.792.038.483.231.790;27/6/21;4792
10397.0;12.0;11.0;26.0;8.0;12.0;9.0;26.0;40.0;9.027.638.877.481.560;28/6/21;9028
13109.0;16.0;7.0;31.0;12.0;16.0;4.0;29.0;43.0;75.848.569.259.119;29/6/21;76
12983.0;16.0;12.0;34.0;3.0;10.0;10.0;32.0;45.0;13.048.592.655.201.000;30/6/21;13049
12801.0;18.0;8.0;31.0;5.0;18.0;10.0;26.0;46.0;13.360.961.181.639.800;1/7/21;13361
13793.0;14.0;8.0;39.0;9.0;11.0;13.0;30.0;35.0;9.387.401.181.126.130;2/7/21;9387
12241.0;21.0;12.0;38.0;13.0;13.0;4.0;25.0;41.0;5.765.929.721.050.410;3/7/21;5766
11838.0;20.0;9.0;43.0;9.0;17.0;14.0;32.0;50.0;13.591.973.905.878.300;4/7/21;13592
17751.0;15.0;10.0;24.0;8.0;18.0;16.0;38.0;46.0;1.664.489.746.338.140;5/7/21;1664
20818.0;12.0;5.0;27.0;8.0;19.0;13.0;34.0;34.0;12.483.846.951.951.300;6/7/21;12484
21711.0;16.0;8.0;29.0;11.0;15.0;10.0;43.0;43.0;13.165.364.241.069.900;7/7/21;13165
20585.0;12.0;8.0;44.0;7.0;22.0;10.0;46.0;53.0;13.474.311.312.461.000;8/7/21;13474
22773.0;17.0;8.0;36.0;8.0;20.0;15.0;47.0;69.0;2.012.820.186.796.810;9/7/21;2013
18537.0;17.0;8.0;54.0;6.0;22.0;8.0;39.0;63.0;13.131.358.916.871.100;10/7/21;13131
15980.0;12.0;11.0;35.0;8.0;15.0;9.0;46.0;46.0;12.294.112.059.202.800;11/7/21;12294
27255.0;13.0;7.0;41.0;6.0;16.0;16.0;51.0;69.0;20.013.324.868.598.800;12/7/21;20013
27872.0;16.0;11.0;47.0;6.0;18.0;12.0;60.0;72.0;19.951.789.284.894.600;13/7/21;19952
25180.0;16.0;6.0;46.0;11.0;19.0;13.0;73.0;71.0;21.546.747.249.838.400;14/7/21;21547
23388.0;26.0;10.0;36.0;6.0;21.0;15.0;61.0;59.0;2.482.271.167.361.280;15/7/21;2482
25079.0;20.0;12.0;45.0;9.0;18.0;25.0;68.0;67.0;26.323.021.773.581.300;16/7/21;26323
17827.0;24.0;10.0;39.0;10.0;25.0;19.0;54.0;72.0;24.358.362.381.750.300;17/7/21;24358
15256.0;18.0;9.0;47.0;8.0;23.0;15.0;52.0;41.0;15.993.330.115.307.300;18/7/21;15993
18613.0;17.0;11.0;100.0;10.0;19.0;13.0;78.0;82.0;15.600.864.813.684.300;19/7/21;15601
15243.0;18.0;6.0;45.0;9.0;14.0;13.0;48.0;100.0;22.092.815.992.012.400;20/7/21;22093
30587.0;19.0;8.0;44.0;6.0;13.0;10.0;60.0;71.0;20.602.650.948.958.000;21/7/21;20603
29535.0;19.0;11.0;50.0;10.0;20.0;20.0;57.0;87.0;2.362.122.844.411.050;22/7/21;2362
31171.0;10.0;8.0;42.0;8.0;22.0;16.0;60.0;87.0;22.285.075.970.380.400;23/7/21;22285
